race_id,date,venue,race_no,config,surface,distance,going,horse_ratings,prize,race_class,sec_time1,sec_time2,sec_time3,sec_time4,sec_time5,sec_time6,sec_time7,time1,time2,time3,time4,time5,time6,time7,place_combination1,place_combination2,place_combination3,place_combination4,place_dividend1,place_dividend2,place_dividend3,place_dividend4,win_combination1,win_dividend1,win_combination2,win_dividend2
1422,1999-03-14,ST,11,B,0,1400,YIELDING TO SOFT,85-60,850000.0,3,13.58,21.84,23.69,24.04,,,,13.58,35.42,59.11,83.15,,,,8,7,6.0,,24.0,33.0,69.5,,8,52.5,,
1423,1999-03-18,ST,1,C,0,1000,GOOD,60-40,625000.0,4,13.38,20.81,22.6,,,,,13.38,34.19,56.79,,,,,1,8,12.0,,16.5,40.5,64.0,,1,48.5,,
1424,1999-03-18,ST,2,C,0,1400,GOOD,40-0,485000.0,5,13.8,22.44,24.16,23.51,,,,13.8,36.24,60.4,83.91,,,,14,1,6.0,,53.5,19.0,20.0,,14,156.5,,
1425,1999-03-18,ST,3,C,0,1200,GOOD,80-60,850000.0,3,24.23,22.98,22.35,,,,,24.23,47.21,69.56,,,,,9,11,1.0,,21.5,40.0,11.5,,9,99.0,,
1426,1999-03-18,ST,4,C,0,1400,GOOD,60-40,625000.0,4,13.72,21.62,24.33,23.25,,,,13.72,35.34,59.67,82.92,,,,3,1,11.0,,22.5,20.5,16.0,,3,63.0,,
1427,1999-03-18,ST,5,C,0,1600,GOOD,60-40,625000.0,4,24.58,23.62,24.19,23.91,,,,24.58,48.2,72.39,96.3,,,,10,2,9.0,,19.5,61.0,14.5,,10,67.5,,
1428,1999-03-18,ST,6,C,0,1600,GOOD,60-40,625000.0,4,25.59,24.47,24.52,21.98,,,,25.59,50.06,74.58,96.56,,,,1,12,8.0,,23.5,18.0,25.0,,1,69.5,,
1429,1999-03-18,ST,7,C,0,1000,GOOD,85-60,850000.0,3,13.24,20.48,22.6,,,,,13.24,33.72,56.32,,,,,1,9,5.0,,11.0,20.0,28.5,,1,16.0,,
1430,1999-03-18,ST,8,C,0,1800,GOOD,85-60,850000.0,3,13.98,22.41,23.77,24.27,23.42,,,13.98,36.39,60.16,84.43,107.85,,,11,4,3.0,,20.0,18.0,23.0,,11,51.5,,
1431,1999-03-18,ST,9,C,0,1400,GOOD,80-60,850000.0,3,13.69,21.64,23.62,23.17,,,,13.69,35.33,58.95,82.12,,,,7,5,4.0,,21.0,30.5,16.5,,7,63.0,,
1432,1999-03-18,ST,10,C,0,1400,GOOD,105-80,1400000.0,1,13.41,21.56,23.69,23.21,,,,13.41,34.97,58.66,81.87,,,,9,5,14.0,,14.0,17.5,23.0,,9,29.5,,
1433,1999-03-21,ST,1,C+3,0,1400,GOOD,G,750000.0,6,13.45,22.42,23.72,22.84,,,,13.45,35.87,59.59,82.43,,,,8,10,11.0,,10.1,22.5,74.5,,8,11.5,,
1434,1999-03-21,ST,2,C+3,0,1000,GOOD TO FIRM,40-0,485000.0,5,13.39,21.08,22.71,,,,,13.39,34.47,57.18,,,,,6,8,4.0,,30.0,43.5,19.5,,6,67.0,,
1435,1999-03-21,ST,3,C+3,0,1600,GOOD TO FIRM,40-0,485000.0,5,25.11,23.02,23.84,24.54,,,,25.11,48.13,71.97,96.51,,,,8,4,7.0,,87.0,17.0,37.5,,8,273.5,,
1436,1999-03-21,ST,4,A,1,1200,FAST,60-40,625000.0,4,23.75,22.2,23.26,,,,,23.75,45.95,69.21,,,,,2,11,4.0,,17.5,38.5,102.5,,2,67.5,,
1437,1999-03-21,ST,5,C+3,0,1400,GOOD TO FIRM,60-40,625000.0,4,13.69,22.55,24.03,23.09,,,,13.69,36.24,60.27,83.36,,,,4,13,5.0,,16.0,29.0,33.0,,4,48.5,,
1438,1999-03-21,ST,6,C+3,0,1800,GOOD TO FIRM,60-40,625000.0,4,13.97,21.95,24.0,24.67,24.42,,,13.97,35.92,59.92,84.59,109.01,,,11,14,13.0,,20.5,74.5,13.5,,11,66.5,,
1439,1999-03-21,ST,7,A,1,1650,FAST,100-80,1150000.0,2,28.09,23.31,23.58,23.33,,,,28.09,51.4,74.98,98.31,,,,8,11,2.0,,26.0,73.5,69.0,,8,64.0,,
1440,1999-03-21,ST,8,C+3,0,1600,GOOD TO FIRM,80-60,850000.0,3,24.88,23.31,24.45,22.91,,,,24.88,48.19,72.64,95.55,,,,4,8,2.0,,51.5,22.0,16.5,,4,218.5,,
1441,1999-03-21,ST,9,A,1,1200,FAST,80-60,850000.0,3,24.02,22.66,22.34,,,,,24.02,46.68,69.02,,,,,4,1,3.0,,15.5,26.0,16.0,,4,47.0,,
1442,1999-03-21,ST,10,C+3,0,1000,GOOD TO FIRM,110-85,1750000.0,1,13.05,20.44,22.07,,,,,13.05,33.49,55.56,,,,,11,14,7.0,,104.5,18.5,13.5,,11,361.0,,
1443,1999-03-21,ST,11,C+3,0,1400,GOOD TO FIRM,80-60,850000.0,3,13.72,22.56,23.8,22.88,,,,13.72,36.28,60.08,82.96,,,,5,1,11.0,,14.5,50.0,100.0,,5,28.0,,
1444,1999-03-24,HV,1,A,0,1800,GOOD,40-0,485000.0,5,13.84,22.05,24.67,25.02,24.03,,,13.84,35.89,60.56,85.58,109.61,,,12,3,4.0,,61.5,16.0,22.5,,12,224.0,,
1445,1999-03-24,HV,2,A,0,1650,GOOD TO FIRM,60-40,625000.0,4,27.2,24.14,25.75,23.68,,,,27.2,51.34,77.09,100.77,,,,11,3,7.0,,23.5,16.0,21.0,,11,63.5,,
1446,1999-03-24,HV,3,A,0,1200,GOOD TO FIRM,65-40,625000.0,4,23.53,22.61,23.9,,,,,23.53,46.14,70.04,,,,,10,11,1.0,,54.5,34.0,39.5,,10,240.5,,
1447,1999-03-24,HV,4,A,0,1650,GOOD TO FIRM,60-40,625000.0,4,27.47,23.94,24.62,23.34,,,,27.47,51.41,76.03,99.37,,,,9,7,3.0,,14.5,16.0,13.0,,9,28.5,,
1448,1999-03-24,HV,5,A,0,1000,GOOD TO FIRM,80-60,850000.0,3,12.83,21.69,22.09,,,,,12.83,34.52,56.61,,,,,10,5,1.0,,25.0,13.5,18.0,,10,113.5,,
1449,1999-03-24,HV,6,A,0,1200,GOOD TO FIRM,85-60,850000.0,3,23.58,22.81,22.93,,,,,23.58,46.39,69.32,,,,,6,3,1.0,,15.5,25.5,15.5,,6,41.0,,
1450,1999-03-24,HV,7,A,0,1800,GOOD TO FIRM,100-80,1150000.0,2,13.66,21.91,24.7,24.7,23.93,,,13.66,35.57,60.27,84.97,108.9,,,4,6,1.0,,102.0,58.5,17.5,,4,381.0,,
1451,1999-03-24,HV,8,A,0,1650,GOOD TO FIRM,80-60,850000.0,3,27.52,23.53,25.03,24.03,,,,27.52,51.05,76.08,100.11,,,,2,7,11.0,,30.0,52.5,20.5,,2,89.5,,
1452,1999-03-28,ST,1,A,0,1200,GOOD,60-40,625000.0,4,24.0,22.72,23.48,,,,,24.0,46.72,70.2,,,,,2,12,11.0,,12.0,21.0,50.5,,2,21.0,,
1453,1999-03-28,ST,2,A,0,1200,GOOD,60-40,625000.0,4,23.92,22.5,23.1,,,,,23.92,46.42,69.52,,,,,2,3,12.0,,20.0,14.5,56.0,,2,55.0,,
1454,1999-03-28,ST,3,A,0,1400,GOOD,60-40,625000.0,4,13.92,22.62,22.97,23.69,,,,13.92,36.54,59.51,83.2,,,,3,1,10.0,,15.0,24.5,45.5,,3,39.5,,
1455,1999-03-28,ST,4,A,0,1600,GOOD,95-75,1150000.0,2,24.73,23.81,24.06,22.83,,,,24.73,48.54,72.6,95.43,,,,14,1,8.0,,31.5,18.5,16.5,,14,128.5,,
1456,1999-03-28,ST,5,A,0,1400,GOOD,40-0,485000.0,5,13.72,22.84,23.75,23.75,,,,13.72,36.56,60.31,84.06,,,,5,10,13.0,,27.5,16.5,163.0,,5,81.5,,
1457,1999-03-28,ST,6,A,0,1600,GOOD,60-40,625000.0,4,24.34,23.45,24.8,23.42,,,,24.34,47.79,72.59,96.01,,,,4,8,3.0,,26.0,55.5,16.5,,4,83.5,,
1458,1999-03-28,ST,7,A,0,1400,GOOD,75-55,850000.0,3,13.61,22.41,23.73,23.39,,,,13.61,36.02,59.75,83.14,,,,4,8,10.0,,20.0,82.0,27.5,,4,51.0,,
1459,1999-03-28,ST,8,A,0,1600,GOOD,115-95,1750000.0,1,24.55,23.34,23.88,22.89,,,,24.55,47.89,71.77,94.66,,,,6,1,8.0,,28.0,18.0,20.0,,6,102.5,,
1460,1999-03-28,ST,9,A,0,1200,GOOD,80-60,850000.0,3,24.44,22.8,22.83,,,,,24.44,47.24,70.07,,,,,5,13,4.0,,15.0,40.5,27.5,,5,43.0,,
1461,1999-03-28,ST,10,A,0,1600,GOOD,75-55,850000.0,3,25.05,23.89,24.08,23.11,,,,25.05,48.94,73.02,96.13,,,,3,12,7.0,,34.5,15.0,27.5,,3,117.5,,
1462,1999-03-28,ST,11,A,0,1400,GOOD,95-75,1150000.0,2,13.17,21.56,23.66,23.9,,,,13.17,34.73,58.39,82.29,,,,5,2,3.0,,14.5,72.5,32.0,,5,28.0,,
1463,1999-03-31,HV,1,B,0,1200,GOOD TO FIRM,40-0,485000.0,5,23.8,22.75,23.8,,,,,23.8,46.55,70.35,,,,,9,5,2.0,,32.0,18.0,90.0,,9,128.5,,
1464,1999-03-31,HV,2,B,0,1650,GOOD TO FIRM,60-40,625000.0,4,27.59,24.09,24.59,23.79,,,,27.59,51.68,76.27,100.06,,,,4,3,1.0,,14.5,127.5,17.5,,4,31.5,,
1465,1999-03-31,HV,3,B,0,1200,GOOD TO FIRM,60-40,625000.0,4,23.47,22.94,23.65,,,,,23.47,46.41,70.06,,,,,10,8,4.0,,46.0,16.0,20.0,,10,157.5,,
1466,1999-03-31,HV,4,B,0,1800,GOOD TO FIRM,60-40,625000.0,4,13.56,22.91,23.83,25.17,23.87,,,13.56,36.47,60.3,85.47,109.34,,,8,7,6.0,,14.5,15.5,26.0,,8,29.5,,
1467,1999-03-31,HV,5,B,0,1800,GOOD TO FIRM,80-60,850000.0,3,13.36,22.3,24.5,24.78,24.58,,,13.36,35.66,60.16,84.94,109.52,,,2,9,10.0,,16.0,18.0,19.5,,2,48.0,,
1468,1999-03-31,HV,6,B,0,1200,GOOD TO FIRM,80-60,850000.0,3,23.36,22.16,23.69,,,,,23.36,45.52,69.21,,,,,10,3,11.0,,24.0,14.0,16.0,,10,71.5,,
1469,1999-03-31,HV,7,B,0,1650,GOOD TO FIRM,85-60,850000.0,3,27.36,22.94,24.92,23.95,,,,27.36,50.3,75.22,99.17,,,,7,4,6.0,,16.0,24.5,19.5,,7,41.5,,
1470,1999-03-31,HV,8,B,0,1200,GOOD TO FIRM,105-80,1400000.0,1,23.19,22.11,23.77,,,,,23.19,45.3,69.07,,,,,4,3,5.0,,22.0,22.0,18.5,,4,69.0,,
1471,1999-05-23,ST,1,A,0,1200,GOOD,40-15,500000.0,5,24.36,22.55,23.59,,,,,24.36,46.91,70.5,,,,,3,4,6.0,,12.0,44.5,20.0,,3,23.5,,
1472,1999-05-23,ST,2,A,0,1600,GOOD,60-40,640000.0,4,24.31,23.31,23.59,23.91,,,,24.31,47.62,71.21,95.12,,,,8,10,3.0,,16.0,17.5,24.5,,8,55.0,,
1473,1999-05-23,ST,3,A,0,1400,GOOD,100-80,1150000.0,2,13.72,21.72,22.78,23.3,,,,13.72,35.44,58.22,81.52,,,,1,7,6.0,,12.5,24.0,13.0,,1,34.5,,
1474,1999-05-23,ST,4,A,0,1200,GOOD,120-95,1750000.0,1,24.53,22.62,21.92,,,,,24.53,47.15,69.07,,,,,7,6,5.0,,12.0,30.0,48.5,,7,20.0,,
1475,1999-05-23,ST,5,A,0,1400,GOOD,40-15,500000.0,5,13.75,22.56,23.7,23.19,,,,13.75,36.31,60.01,83.2,,,,7,12,14.0,,19.0,44.0,47.5,,7,50.5,,
1476,1999-05-23,ST,6,A,0,1200,GOOD,60-40,640000.0,4,23.7,22.55,23.49,,,,,23.7,46.25,69.74,,,,,2,3,4.0,,22.0,14.5,14.0,,2,63.0,,
1477,1999-05-23,ST,7,A,0,1000,GOOD,100-80,1150000.0,2,13.34,20.61,22.05,,,,,13.34,33.95,56.0,,,,,8,3,1.0,,35.0,10.1,14.5,,8,136.5,,
1478,1999-05-23,ST,8,A,0,1200,GOOD,80-60,850000.0,3,23.27,22.48,23.61,,,,,23.27,45.75,69.36,,,,,3,7,2.0,,11.5,11.0,26.0,,3,24.5,,
1479,1999-05-23,ST,9,A,0,1400,GOOD,60-40,640000.0,4,13.72,21.86,23.91,23.35,,,,13.72,35.58,59.49,82.84,,,,4,9,6.0,,27.5,15.5,17.5,,4,91.5,,
1480,1999-05-23,ST,10,A,0,1400,GOOD,80-60,850000.0,3,13.84,21.52,23.48,23.61,,,,13.84,35.36,58.84,82.45,,,,4,7,6.0,,13.0,33.0,20.0,,4,23.0,,
1481,1999-05-26,HV,1,A,0,1000,GOOD,60-40,640000.0,4,13.05,21.17,23.03,,,,,13.05,34.22,57.25,,,,,5,4,3.0,,16.0,87.5,14.5,,5,36.0,,
1482,1999-05-26,HV,2,A,0,1200,GOOD,40-15,500000.0,5,23.72,22.56,23.71,,,,,23.72,46.28,69.99,,,,,1,9,10.0,,26.0,69.5,26.5,,1,71.0,,
1483,1999-05-26,HV,3,A,0,1200,GOOD,100-80,1150000.0,2,24.03,23.03,22.69,,,,,24.03,47.06,69.75,,,,,2,6,7.0,,12.5,43.5,29.0,,2,25.5,,
1484,1999-05-26,HV,4,A,0,1650,GOOD,40-15,500000.0,5,28.05,24.44,25.44,24.14,,,,28.05,52.49,77.93,102.07,,,,3,12,11.0,,19.5,42.5,74.5,,3,48.5,,
1485,1999-05-26,HV,5,A,0,1200,GOOD,60-40,640000.0,4,24.19,23.2,23.1,,,,,24.19,47.39,70.49,,,,,3,8,10.0,,21.0,33.0,23.0,,3,52.5,,
1486,1999-05-26,HV,6,A,0,1650,GOOD,80-60,850000.0,3,27.2,23.81,25.75,23.8,,,,27.2,51.01,76.76,100.56,,,,7,2,9.0,,14.0,15.5,53.5,,7,36.5,,
1487,1999-05-26,HV,7,A,0,1650,GOOD,60-40,640000.0,4,27.56,24.28,24.23,24.65,,,,27.56,51.84,76.07,100.72,,,,10,11,9.0,,18.0,33.5,32.0,,10,52.5,,
1488,1999-05-26,HV,8,A,0,1000,SOFT,80-60,850000.0,3,12.75,21.72,23.25,,,,,12.75,34.47,57.72,,,,,1,5,8.0,,103.0,24.0,16.5,,1,394.5,,
1489,1999-05-30,ST,1,C+3,0,1000,GOOD,40-15,500000.0,5,13.58,21.31,22.48,,,,,13.58,34.89,57.37,,,,,2,1,10.0,,59.5,38.0,22.0,,2,209.5,,
1490,1999-05-30,ST,2,C+3,0,1400,GOOD,60-40,640000.0,4,13.95,22.64,23.34,23.24,,,,13.95,36.59,59.93,83.17,,,,8,4,2.0,,14.5,19.5,17.0,,8,37.5,,
1491,1999-05-30,ST,3,C+3,0,1000,GOOD TO YIELDING,60-40,640000.0,4,13.45,20.69,23.08,,,,,13.45,34.14,57.22,,,,,1,2,5.0,,18.5,16.0,20.5,,1,50.0,,
1492,1999-05-30,ST,4,C+3,0,1600,GOOD TO YIELDING,40-15,500000.0,5,25.11,23.77,23.88,23.93,,,,25.11,48.88,72.76,96.69,,,,1,6,7.0,,17.5,34.0,46.0,,1,48.0,,
1493,1999-05-30,ST,5,A,1,1200,WET SLOW,60-40,640000.0,4,23.75,22.36,23.59,,,,,23.75,46.11,69.7,,,,,5,11,2.0,,13.5,18.0,43.0,,5,28.5,,
1494,1999-05-30,ST,6,C+3,0,1400,GOOD TO YIELDING,60-40,640000.0,4,13.66,21.59,23.5,24.3,,,,13.66,35.25,58.75,83.05,,,,7,9,6.0,,23.5,12.0,29.0,,7,83.5,,
1495,1999-05-30,ST,7,C+3,0,1000,GOOD TO YIELDING,80-60,850000.0,3,13.08,20.66,23.05,,,,,13.08,33.74,56.79,,,,,2,5,8.0,,10.1,37.0,22.0,,2,14.5,,
1496,1999-05-30,ST,8,A,1,1200,WET SLOW,85-60,850000.0,3,23.48,22.95,24.0,,,,,23.48,46.43,70.43,,,,,8,2,1.0,,46.0,14.0,23.5,,8,268.5,,
1497,1999-05-30,ST,9,C+3,0,1400,GOOD TO YIELDING,80-60,850000.0,3,13.77,22.05,24.52,24.15,,,,13.77,35.82,60.34,84.49,,,,4,7,8.0,,39.0,27.5,13.5,,4,148.5,,
1498,1999-05-30,ST,10,C+3,0,1400,YIELDING,95-75,1150000.0,2,13.66,22.2,23.72,23.66,,,,13.66,35.86,59.58,83.24,,,,14,2,3.0,,24.5,17.5,24.0,,14,76.5,,
1499,1999-06-02,HV,1,B,0,1200,GOOD,60-40,640000.0,4,23.67,22.48,23.56,,,,,23.67,46.15,69.71,,,,,3,6,9.0,,12.0,40.5,25.5,,3,22.5,,
1500,1999-06-02,HV,2,B,0,1200,GOOD TO FIRM,60-40,640000.0,4,23.67,22.62,23.9,,,,,23.67,46.29,70.19,,,,,2,5,1.0,,15.0,24.5,26.0,,2,46.5,,
1501,1999-06-02,HV,3,B,0,1200,GOOD TO FIRM,40-15,500000.0,5,23.81,23.22,23.63,,,,,23.81,47.03,70.66,,,,,8,10,6.0,,14.5,189.5,26.0,,8,36.0,,
1502,1999-06-02,HV,4,B,0,1650,GOOD TO FIRM,60-40,640000.0,4,27.62,23.99,24.94,24.23,,,,27.62,51.61,76.55,100.78,,,,5,7,3.0,,25.0,92.5,19.5,,5,88.0,,
1503,1999-06-02,HV,5,B,0,1000,GOOD TO FIRM,80-60,850000.0,3,12.88,21.3,22.93,,,,,12.88,34.18,57.11,,,,,2,6,1.0,,11.0,26.0,30.5,,2,21.5,,
1504,1999-06-02,HV,6,B,0,1650,GOOD TO FIRM,65-40,640000.0,4,28.02,24.55,24.33,23.17,,,,28.02,52.57,76.9,100.07,,,,11,8,9.0,,13.0,14.5,98.5,,11,22.0,,
1505,1999-06-02,HV,7,B,0,1200,GOOD TO FIRM,80-60,850000.0,3,23.62,23.27,23.03,,,,,23.62,46.89,69.92,,,,,12,9,8.0,,20.5,32.5,65.5,,12,47.5,,
1506,1999-06-02,HV,8,B,0,1650,GOOD TO FIRM,80-60,850000.0,3,27.34,23.64,25.58,23.64,,,,27.34,50.98,76.56,100.2,,,,5,2,12.0,,30.5,45.0,38.0,,5,94.5,,
1507,1999-06-05,ST,1,A+3,0,1000,GOOD,60-40,640000.0,4,13.5,21.28,22.04,,,,,13.5,34.78,56.82,,,,,3,4,7.0,,35.5,23.0,77.0,,3,112.5,,
1508,1999-06-05,ST,2,A+3,0,1200,GOOD,60-40,640000.0,4,24.11,22.14,23.76,,,,,24.11,46.25,70.01,,,,,8,1,2.0,,12.5,19.0,23.5,,8,28.0,,
1509,1999-06-05,ST,3,A+3,0,1200,GOOD,80-60,850000.0,3,24.34,22.44,22.65,,,,,24.34,46.78,69.43,,,,,8,2,10.0,,15.5,13.5,73.5,,8,40.0,,
1510,1999-06-05,ST,4,A+3,0,1400,GOOD,40-15,500000.0,5,13.95,21.98,23.58,23.75,,,,13.95,35.93,59.51,83.26,,,,13,11,5.0,,24.5,73.5,14.0,,13,75.0,,
1511,1999-06-05,ST,5,A+3,0,1600,GOOD,60-40,640000.0,4,25.24,22.69,23.78,23.73,,,,25.24,47.93,71.71,95.44,,,,6,5,12.0,,33.0,23.5,169.5,,6,79.5,,
1512,1999-06-05,ST,6,A+3,0,1400,GOOD,60-40,640000.0,4,13.94,22.36,23.67,23.01,,,,13.94,36.3,59.97,82.98,,,,6,4,2.0,,17.5,20.5,17.5,,6,35.0,,
1513,1999-06-05,ST,7,A+3,0,1200,GOOD,80-60,850000.0,3,24.25,22.27,22.85,,,,,24.25,46.52,69.37,,,,,9,4,1.0,,17.0,53.5,11.0,,9,57.0,,
1514,1999-06-05,ST,8,A+3,0,1600,GOOD,80-60,850000.0,3,25.16,23.0,23.89,22.82,,,,25.16,48.16,72.05,94.87,,,,8,1,4.0,,12.0,18.0,26.0,,8,20.0,,
1515,1999-06-05,ST,9,A+3,0,1400,GOOD,115-90,1750000.0,1,13.73,22.14,23.08,23.11,,,,13.73,35.87,58.95,82.06,,,,9,4,2.0,,41.0,36.0,22.5,,9,112.5,,
1516,1999-06-05,ST,10,A+3,0,1400,GOOD,85-60,850000.0,3,13.8,22.05,23.91,23.05,,,,13.8,35.85,59.76,82.81,,,,2,10,14.0,,43.5,80.0,30.5,,2,166.5,,
1517,1999-06-10,HV,1,C,0,1000,GOOD,40-15,500000.0,5,12.88,22.02,22.88,,,,,12.88,34.9,57.78,,,,,4,5,7.0,,33.5,17.0,16.5,,4,154.0,,
1518,1999-06-10,HV,2,C,0,1000,GOOD,60-40,640000.0,4,12.99,21.58,22.66,,,,,12.99,34.57,57.23,,,,,2,7,9.0,,11.5,24.5,15.0,,2,21.0,,
1519,1999-06-10,HV,3,C,0,1800,GOOD,60-40,640000.0,4,14.0,23.41,24.27,24.8,23.66,,,14.0,37.41,61.68,86.48,110.14,,,9,2,5.0,,11.0,25.5,47.5,,9,18.0,,
1520,1999-06-10,HV,4,C,0,1650,GOOD,40-15,500000.0,5,28.17,23.78,25.33,24.11,,,,28.17,51.95,77.28,101.39,,,,3,8,11.0,,14.0,29.0,28.0,,3,23.0,,
1521,1999-06-10,HV,5,C,0,1650,GOOD,60-40,640000.0,4,27.67,24.03,24.84,23.85,,,,27.67,51.7,76.54,100.39,,,,11,5,7.0,,19.0,28.0,18.0,,11,75.5,,
1522,1999-06-10,HV,6,C,0,1200,GOOD,60-40,640000.0,4,23.64,22.39,23.9,,,,,23.64,46.03,69.93,,,,,6,1,2.0,,27.0,36.5,19.5,,6,81.5,,
1523,1999-06-10,HV,7,C,0,1800,GOOD,80-60,850000.0,3,13.81,22.75,24.91,24.55,23.93,,,13.81,36.56,61.47,86.02,109.95,,,6,4,5.0,,20.5,16.5,14.5,,6,89.5,,
1524,1999-06-10,HV,8,C,0,1200,GOOD,80-60,850000.0,3,23.66,23.03,23.18,,,,,23.66,46.69,69.87,,,,,2,5,8.0,,18.5,34.0,16.0,,2,46.5,,
1525,1999-06-10,HV,9,C,0,1650,GOOD,100-80,1150000.0,2,27.8,23.0,24.52,23.85,,,,27.8,50.8,75.32,99.17,,,,3,1,5.0,,12.0,27.5,17.5,,3,17.5,,
1526,1999-06-10,HV,10,C,0,1650,GOOD,80-60,850000.0,3,27.38,24.58,25.16,23.58,,,,27.38,51.96,77.12,100.7,,,,8,9,1.0,,13.0,26.0,70.5,,8,21.5,,
1527,1999-06-13,ST,1,B+2,0,1400,GOOD,40-15,500000.0,5,13.48,21.41,23.77,24.19,,,,13.48,34.89,58.66,82.85,,,,11,13,4.0,,35.5,81.5,70.0,,11,151.5,,
1528,1999-06-13,ST,2,B+2,0,1200,GOOD,60-40,640000.0,4,24.22,22.78,22.88,,,,,24.22,47.0,69.88,,,,,4,3,9.0,,13.5,11.5,26.5,,4,50.0,,
1529,1999-06-13,ST,3,A,1,1650,GOOD,60-40,640000.0,4,27.83,23.09,24.17,24.15,,,,27.83,50.92,75.09,99.24,,,,10,8,9.0,,14.5,57.0,52.5,,10,33.0,,
1530,1999-06-13,ST,4,B+2,0,1800,GOOD,40-15,500000.0,5,14.06,22.11,24.03,24.25,24.15,,,14.06,36.17,60.2,84.45,108.6,,,4,9,8.0,,16.0,19.5,53.0,,4,30.5,,
1531,1999-06-13,ST,5,B+2,0,1400,GOOD,60-40,640000.0,4,13.61,22.19,23.64,23.66,,,,13.61,35.8,59.44,83.1,,,,7,1,12.0,,25.0,23.0,16.5,,7,54.5,,
1532,1999-06-13,ST,6,B+2,0,1200,GOOD,65-40,640000.0,4,23.62,23.41,23.28,,,,,23.62,47.03,70.31,,,,,6,8,12.0,,16.5,23.5,34.0,,6,29.0,,
1533,1999-06-13,ST,7,A,1,1200,GOOD,80-60,850000.0,3,24.2,22.77,22.86,,,,,24.2,46.97,69.83,,,,,6,1,11.0,,82.5,16.0,19.5,,6,389.0,,
1534,1999-06-13,ST,8,B+2,0,1600,GOOD,80-60,850000.0,3,24.36,22.83,24.28,23.53,,,,24.36,47.19,71.47,95.0,,,,7,5,6.0,,18.5,14.0,20.5,,7,52.5,,
1535,1999-06-13,ST,9,B+2,0,1400,GOOD,80-60,850000.0,3,13.34,22.03,22.75,23.8,,,,13.34,35.37,58.12,81.92,,,,5,13,9.0,,17.5,16.0,26.0,,5,55.5,,
1536,1999-06-13,ST,10,B+2,0,1200,GOOD,100-80,1150000.0,2,24.12,22.11,22.92,,,,,24.12,46.23,69.15,,,,,8,12,6.0,,17.5,64.0,46.5,,8,54.5,,
1537,1999-06-18,ST,1,C,0,1800,GOOD TO FIRM,80-60,850000.0,3,14.03,22.03,23.22,24.72,23.61,,,14.03,36.06,59.28,84.0,107.61,,,3,2,,,12.0,29.0,,,3,16.0,,
1538,1999-06-18,ST,2,C,0,1200,GOOD TO FIRM,60-40,640000.0,4,24.2,22.61,23.0,,,,,24.2,46.81,69.81,,,,,8,2,7.0,,14.0,16.0,38.5,,8,21.0,,
1539,1999-06-18,ST,3,C,0,1600,GOOD TO FIRM,40-15,500000.0,5,24.48,22.73,24.56,24.17,,,,24.48,47.21,71.77,95.94,,,,1,4,14.0,,14.0,14.5,32.5,,1,20.5,,
1540,1999-06-18,ST,4,C,0,1400,GOOD TO FIRM,60-40,640000.0,4,13.92,21.41,23.25,23.98,,,,13.92,35.33,58.58,82.56,,,,7,5,12.0,,37.0,39.5,91.0,,7,116.5,,
1541,1999-06-18,ST,5,C,0,1000,GOOD TO FIRM,80-60,850000.0,3,13.33,20.62,22.74,,,,,13.33,33.95,56.69,,,,,1,13,4.0,,20.5,13.0,72.0,,1,87.0,,
1542,1999-06-18,ST,6,C,0,1600,GOOD TO FIRM,60-40,640000.0,4,24.53,22.55,24.58,23.69,,,,24.53,47.08,71.66,95.35,,,,5,9,10.0,,22.0,15.5,375.5,,5,71.0,,
1543,1999-06-18,ST,7,C,0,1000,GOOD TO FIRM,G,2300000.0,13,13.22,20.53,22.2,,,,,13.22,33.75,55.95,,,,,1,5,7.0,,12.5,12.5,92.0,,1,32.5,,
1544,1999-06-18,ST,8,C,0,1600,GOOD TO FIRM,105-80,1400000.0,1,24.5,22.7,23.7,23.52,,,,24.5,47.2,70.9,94.42,,,,10,11,3.0,,57.0,44.0,45.5,,10,418.0,,
1545,1999-06-18,ST,9,C,0,1400,GOOD TO FIRM,G,2300000.0,13,13.59,21.42,22.97,22.45,,,,13.59,35.01,57.98,80.43,,,,11,1,12.0,,13.5,18.0,20.0,,11,23.5,,
1546,1999-06-18,ST,10,C,0,1400,GOOD TO FIRM,80-60,850000.0,3,13.61,21.84,23.92,22.99,,,,13.61,35.45,59.37,82.36,,,,2,8,11.0,,22.5,25.0,15.0,,2,60.0,,
1547,1999-06-23,HV,1,A,0,1200,GOOD,40-15,500000.0,5,24.27,23.03,23.39,,,,,24.27,47.3,70.69,,,,,5,11,12.0,,27.5,36.5,30.0,,5,119.0,,
1548,1999-06-23,HV,2,A,0,1200,GOOD,60-40,640000.0,4,23.72,22.42,24.15,,,,,23.72,46.14,70.29,,,,,4,6,10.0,,66.5,13.5,21.0,,4,217.5,,
1549,1999-06-23,HV,3,A,0,1200,GOOD,60-40,640000.0,4,24.17,23.03,23.44,,,,,24.17,47.2,70.64,,,,,2,5,8.0,,37.0,21.5,38.0,,2,122.0,,
1550,1999-06-23,HV,4,A,0,1800,GOOD,60-40,640000.0,4,13.61,22.17,24.22,25.09,24.28,,,13.61,35.78,60.0,85.09,109.37,,,6,2,10.0,,14.0,24.0,10.5,,6,36.0,,
